Id_cliente;Genero;Adulto_mayor;Tiene_pareja;Dependientes;Permanencia;ServicioTelefonico;LineasMultiples;ServicioInternet;SeguridadLinea;CopiaSeguridad;ProteccionDispositivo;SoporteTecnico;StreamingTV;StreamingPelicula;Contrato;FacturacionSpapel;MetodoPago;CargosMensuales;CargosTotales;Abandono
5208-FVQKB;Masculino;0;Si;No;70;Si;No;DSL;Si;Si;No;Si;No;Si;Dos años;No;Cheque enviado por correo;6795;466415;No
7184-LRUUR;Femenina;0;No;No;22;Si;No;DSL;No;Si;Si;No;Si;No;Un año;No;Transferencia bancaria (automática);6525;14418;No
6627-CFOSN;Femenina;0;No;No;59;Si;Si;Fibra optica;Si;Si;Si;No;No;Si;Mes a mes;Si;Transferencia bancaria (automática);9945;56237;No
3982-JGSFD;Masculino;0;No;No;36;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Tarjeta de crédito (automática);2035;69585;No
1574-DYCWE;Femenina;0;Si;Si;51;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;1995;102875;No
7247-XOZPB;Masculino;0;Si;No;53;Si;Si;DSL;Si;No;Si;Si;Si;No;Un año;No;Transferencia bancaria (automática);774;415595;No
2466-FCCPT;Femenina;0;Si;Si;20;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Transferencia bancaria (automática);197;3956;No
6211-WWLTF;Masculino;0;Si;No;63;Si;No;Fibra optica;Si;No;Si;No;Si;Si;Dos años;No;Tarjeta de crédito (automática);997;63304;No
4826-TZEVA;Femenina;0;No;No;40;Si;No;Fibra optica;No;Si;No;No;No;No;Mes a mes;No;Tarjeta de crédito (automática);748;29717;No
6016-NXBNJ;Masculino;0;No;No;35;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Cheque enviado por correo;1915;638;No
9138-EFSMO;Masculino;0;Si;Si;26;Si;No;Fibra optica;No;No;No;No;No;Si;Un año;No;Transferencia bancaria (automática);7895;203425;No
0576-WNXXC;Masculino;1;Si;No;27;Si;Si;Fibra optica;No;Si;Si;No;No;Si;Mes a mes;Si;Cheque electronico;9555;25102;Si
4632-XJMEX;Masculino;0;No;Si;53;Si;No;DSL;Si;Si;No;Si;No;No;Un año;No;Tarjeta de crédito (automática);6285;34195;No
8910-LEDAG;Masculino;1;Si;No;34;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Tarjeta de crédito (automática);7155;242735;No
3452-GWUIN;Femenina;1;Si;No;19;Si;Si;Fibra optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;9495;176025;No
2716-GFZOR;Masculino;0;Si;No;43;Si;No;Fibra optica;Si;Si;Si;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);861;355165;No
3724-UCSHY;Masculino;0;Si;Si;6;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;1955;1229;No
8626-XHBIE;Masculino;0;No;Si;56;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Cheque enviado por correo;248;14242;No
4628-CTTLA;Masculino;0;No;No;57;No;No hay servicio telefónico;DSL;No;Si;No;No;Si;No;Mes a mes;Si;Cheque electronico;393;211145;Si
3192-LNKRK;Masculino;0;Si;Si;34;Si;No;Fibra optica;No;No;Si;No;Si;No;Mes a mes;Si;Cheque enviado por correo;8405;290995;No
4439-YRNVD;Femenina;0;No;No;10;No;No hay servicio telefónico;DSL;No;Si;No;Si;No;No;Mes a mes;No;Cheque electronico;3625;374;No
2876-VBBBL;Femenina;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque enviado por correo;2025;2025;Si
6834-NXDCA;Femenina;0;No;No;13;No;No hay servicio telefónico;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;239;3008;Si
2208-UGTGR;Masculino;0;No;No;56;Si;Si;Fibra optica;No;Si;No;No;Si;Si;Mes a mes;No;Cheque electronico;986;558105;No
3005-TYFRD;Femenina;0;Si;No;55;Si;Si;Fibra optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);10365;567665;No
8670-MEFCP;Femenina;0;Si;Si;36;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);929;337925;No
3079-BCHLN;Masculino;0;Si;No;47;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Transferencia bancaria (automática);199;94295;No
7777-UNYHB;Femenina;0;Si;Si;12;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Tarjeta de crédito (automática);201;2324;No
5597-GLBUC;Femenina;0;No;No;1;Si;No;Fibra optica;No;No;Si;No;Si;No;Mes a mes;Si;Cheque electronico;8545;8545;Si
7278-CKDNC;Masculino;1;No;No;24;Si;Si;Fibra optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;805;208845;No
2748-MYRVK;Femenina;0;No;No;63;Si;Si;Fibra optica;No;Si;No;No;Si;Si;Un año;No;Transferencia bancaria (automática);999;6137;Si
8450-UYIBU;Femenina;1;No;No;35;No;No hay servicio telefónico;DSL;No;No;Si;No;Si;No;Mes a mes;Si;Cheque electronico;3985;14346;No
2969-VAPYH;Femenina;0;No;No;67;Si;No;DSL;Si;Si;No;Si;No;No;Un año;No;Tarjeta de crédito (automática);605;3870;No
4822-YCXMX;Masculino;0;No;No;25;Si;Si;Fibra optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;848;204345;Si
7181-OQCUT;Masculino;0;No;No;21;Si;Si;Fibra optica;Si;No;Si;No;Si;Si;Mes a mes;No;Cheque enviado por correo;10385;2215;No
8474-UMLNT;Femenina;0;No;No;13;Si;No;DSL;Si;Si;No;Si;No;Si;Mes a mes;No;Transferencia bancaria (automática);678;84225;No
9821-POOTN;Masculino;0;Si;No;35;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;752;25762;Si
3836-FZSDJ;Masculino;1;Si;No;71;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);2485;1901;No
9142-XMYJH;Femenina;0;No;No;29;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Tarjeta de crédito (automática);1935;6016;No
6559-ILWKJ;Masculino;0;Si;No;71;No;No hay servicio telefónico;DSL;No;Si;No;No;Si;Si;Dos años;No;Cheque electronico;4935;351525;Si
0187-QSXOE;Masculino;1;Si;No;7;Si;No;Fibra optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;89;60545;No
7733-UDMTP;Femenina;1;No;No;57;No;No hay servicio telefónico;DSL;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;55;309405;No
2649-HWLYB;Masculino;0;Si;No;65;Si;Si;DSL;Si;No;Si;Si;No;Si;Dos años;No;Transferencia bancaria (automática);7615;492955;No
5214-CHIWJ;Masculino;0;No;No;27;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque enviado por correo;203;59505;No
4229-CZMLL;Masculino;0;No;No;6;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;749;4698;Si
6904-JLBGY;Femenina;1;No;No;72;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);11735;843625;No
2465-BLLEU;Masculino;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque enviado por correo;1975;1975;No
1685-VAYJF;Masculino;0;No;No;11;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Tarjeta de crédito (automática);452;492;No
8874-EJNSR;Masculino;0;Si;Si;39;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;252;98795;No
6917-YACBP;Femenina;1;No;No;59;Si;Si;Fibra optica;Si;Si;Si;No;No;No;Mes a mes;Si;Cheque electronico;8975;54969;No
5049-MUBWG;Masculino;0;No;No;26;Si;No;DSL;Si;No;No;Si;Si;Si;Un año;No;Transferencia bancaria (automática);75;190835;No
4223-WOZCM;Masculino;1;No;No;2;Si;No;DSL;No;No;Si;No;No;No;Mes a mes;No;Cheque enviado por correo;4995;1071;No
0769-MURVM;Femenina;0;Si;Si;72;No;No hay servicio telefónico;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);657;457535;No
9253-VIFJQ;Masculino;0;Si;No;65;Si;Si;DSL;Si;Si;Si;No;No;No;Un año;No;Tarjeta de crédito (automática);6705;430955;No
7030-FZTFM;Masculino;0;Si;Si;72;Si;Si;Fibra optica;No;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);1109;792275;No
9741-YLNTD;Masculino;0;No;No;6;Si;Si;Fibra optica;No;No;No;Si;No;Si;Mes a mes;Si;Transferencia bancaria (automática);8795;52235;No
5917-RYRMG;Masculino;1;No;No;32;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Tarjeta de crédito (automática);198;5877;No
5120-ZBLAI;Femenina;0;Si;No;50;Si;Si;DSL;No;No;Si;No;Si;Si;Un año;No;Transferencia bancaria (automática);757;38762;No
1194-BHJYC;Masculino;0;Si;No;61;No;No hay servicio telefónico;DSL;Si;No;Si;Si;Si;Si;Dos años;Si;Cheque enviado por correo;6215;377885;No
3663-MITLP;Femenina;0;No;No;15;Si;No;Fibra optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;10125;145725;Si
0906-QVPMS;Masculino;0;Si;No;72;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);11515;834945;No
9025-ZRPVR;Masculino;0;No;No;9;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque enviado por correo;1895;1856;Si
1905-OEILC;Femenina;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;195;195;No
7858-GTZSP;Femenina;0;No;No;12;Si;Si;Fibra optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;8655;10669;No
3285-UCQVC;Femenina;0;No;No;37;No;No hay servicio telefónico;DSL;No;No;No;Si;No;No;Mes a mes;No;Tarjeta de crédito (automática);286;97355;Si
6248-BSHKG;Masculino;0;Si;Si;61;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque enviado por correo;204;122645;No
4685-TFLLS;Masculino;0;Si;Si;18;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Transferencia bancaria (automática);198;3423;No
3470-BTGQO;Masculino;0;No;Si;21;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque enviado por correo;4565;98505;No
1209-VFFOC;Masculino;0;Si;Si;68;No;No hay servicio telefónico;DSL;Si;Si;Si;Si;No;Si;Dos años;Si;Cheque enviado por correo;564;394845;No
8224-DWCKX;Masculino;1;No;No;12;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);733;82805;No
5482-PLVPE;Femenina;1;No;No;2;No;No hay servicio telefónico;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;2435;4185;Si
4553-DVPZG;Femenina;0;Si;No;62;Si;Si;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;10135;61647;No
4902-OHLSK;Femenina;1;No;No;29;Si;Si;Fibra optica;No;No;No;Si;Si;Si;Mes a mes;No;Cheque electronico;9865;286275;Si
6917-IAYHD;Masculino;0;No;Si;1;No;No hay servicio telefónico;DSL;No;Si;No;Si;No;No;Mes a mes;No;Cheque enviado por correo;336;336;No
0495-ZBNGW;Masculino;1;Si;No;5;Si;Si;Fibra optica;No;No;Si;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);799;34395;Si
8620-RJPZN;Femenina;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque electronico;207;207;No
7572-KPVKK;Masculino;0;No;Si;62;Si;Si;Fibra optica;No;No;Si;Si;Si;Si;Dos años;Si;Cheque electronico;10405;65905;No
2642-MAWLJ;Femenina;0;Si;Si;36;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);2025;71795;No
2357-COQEK;Femenina;1;No;No;28;Si;Si;Fibra optica;No;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;1033;289065;Si
7103-ZGVNT;Femenina;0;Si;Si;69;Si;Si;DSL;Si;Si;No;Si;Si;No;Un año;No;Tarjeta de crédito (automática);737;488585;No
3737-GCSPV;Femenina;0;Si;No;11;Si;Si;Fibra optica;Si;No;No;Si;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);962;122205;Si
2027-WKXMW;Femenina;0;Si;No;63;Si;Si;Fibra optica;No;Si;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;10875;68717;No
7137-NAXML;Masculino;0;No;No;23;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Transferencia bancaria (automática);2015;4056;No
2428-ZMCTB;Masculino;0;No;No;10;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Tarjeta de crédito (automática);1975;20825;No
2961-VNFKL;Femenina;0;Si;No;71;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Tarjeta de crédito (automática);2595;18019;No
1768-HNVGJ;Femenina;1;No;No;45;Si;Si;DSL;Si;No;No;Si;No;Si;Mes a mes;Si;Cheque electronico;7005;306245;No
6963-KQYQB;Femenina;0;Si;Si;70;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;2405;176475;No
5934-RMPOV;Femenina;0;No;Si;22;Si;Si;Fibra optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;8475;181675;No
1207-BLKSA;Femenina;0;Si;Si;52;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;2305;12551;No
4088-YLDSU;Masculino;0;Si;No;55;Si;Si;Fibra optica;No;No;Si;Si;Si;Si;Un año;Si;Cheque electronico;10415;574305;Si
8316-BBQAY;Femenina;0;No;No;65;No;No hay servicio telefónico;DSL;Si;No;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);5995;39211;No
1166-PQLGG;Femenina;0;Si;Si;72;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);1955;146345;No
3146-JTQHR;Masculino;0;Si;No;10;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Transferencia bancaria (automática);196;18945;No
4291-YZODP;Femenina;0;No;Si;7;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque enviado por correo;2005;968;No
4395-PZMSN;Masculino;1;No;No;5;Si;No;Fibra optica;No;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;8555;4085;No
6427-FEFIG;Femenina;0;Si;Si;24;Si;Si;DSL;Si;No;Si;No;Si;Si;Dos años;No;Tarjeta de crédito (automática);786;184665;No
0017-IUDMW;Femenina;0;Si;Si;72;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);1168;845675;No
8706-HRADD;Masculino;0;No;No;21;No;No hay servicio telefónico;DSL;Si;No;No;Si;Si;No;Mes a mes;Si;Cheque enviado por correo;4355;10115;No
9955-QOPOY;Masculino;0;Si;No;69;No;No hay servicio telefónico;DSL;No;Si;Si;Si;Si;Si;Un año;Si;Tarjeta de crédito (automática);608;42634;No
4385-ZKVNW;Masculino;0;Si;Si;44;Si;No;DSL;No;Si;No;Si;No;No;Mes a mes;Si;Transferencia bancaria (automática);549;25491;No
5446-DKWYW;Femenina;1;Si;Si;61;Si;Si;DSL;No;No;Si;No;Si;No;Un año;Si;Cheque electronico;652;396505;No
2034-CGRHZ;Masculino;1;No;No;24;Si;Si;Fibra optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);10295;24967;Si
5797-APWZC;Femenina;0;No;No;1;Si;No;Fibra optica;No;No;No;No;Si;Si;Mes a mes;No;Cheque electronico;906;906;Si
3683-QKIUE;Femenina;0;No;No;6;Si;No;DSL;No;No;No;Si;No;No;Mes a mes;Si;Transferencia bancaria (automática);508;28805;Si
4228-ZGYUW;Masculino;0;No;No;4;Si;Si;Fibra optica;No;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;9005;3681;Si
9031-ZVQPT;Masculino;0;Si;No;72;Si;Si;Fibra optica;No;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;1082;78406;No
2990-IAJSV;Masculino;0;No;No;72;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);92;663275;No
8107-KNCIM;Masculino;1;Si;No;14;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;751;101335;No
9027-YFHQJ;Masculino;0;No;No;7;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Transferencia bancaria (automática);2505;15295;No
5176-LDKUH;Femenina;0;No;No;48;Si;No;Fibra optica;No;Si;No;No;No;No;Un año;No;Cheque electronico;7515;377265;No
4644-OBGFZ;Masculino;0;Si;Si;55;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque enviado por correo;195;102635;No
7926-IJOOU;Masculino;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Tarjeta de crédito (automática);193;193;No
6480-YAGIY;Masculino;0;No;No;45;Si;No;Fibra optica;Si;Si;Si;Si;Si;Si;Un año;No;Tarjeta de crédito (automática);1122;503185;No
4029-HPFVY;Masculino;0;No;No;3;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;703;2204;No
7602-DBTOU;Femenina;0;Si;No;71;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;196;14165;No
5345-BMKWB;Masculino;0;Si;No;8;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;2025;15835;No
3519-ZKXGG;Femenina;0;Si;No;3;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;7585;2566;Si
5457-COLHT;Masculino;0;Si;Si;69;Si;No;DSL;Si;Si;No;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);8065;554255;No
6416-TVAIH;Masculino;0;Si;Si;1;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;685;685;Si
5451-YHYPW;Femenina;1;Si;No;72;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);11575;84437;No
5108-ADXWO;Masculino;0;No;No;11;Si;No;Fibra optica;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;735;79175;Si
7998-WNZEM;Masculino;0;No;No;71;Si;Si;DSL;Si;Si;Si;Si;No;Si;Dos años;No;Transferencia bancaria (automática);806;57082;No
3066-RRJIO;Femenina;0;No;No;1;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;6995;6995;Si
4664-NJCMS;Femenina;0;Si;No;33;No;No hay servicio telefónico;DSL;Si;No;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);5955;20163;No
0307-BCOPK;Femenina;0;No;No;16;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque enviado por correo;1905;32665;No
7629-WFGLW;Femenina;1;Si;No;56;Si;Si;Fibra optica;Si;Si;Si;Si;No;No;Un año;No;Cheque electronico;9565;547175;No
2542-HYGIQ;Femenina;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Tarjeta de crédito (automática);1995;1995;No
6715-OFDBP;Masculino;0;No;No;5;Si;No;DSL;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;7005;3464;Si
5016-LIPDW;Masculino;0;Si;Si;57;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque enviado por correo;194;10616;No
6481-LXPWL;Masculino;0;Si;Si;56;No;No hay servicio telefónico;DSL;No;Si;Si;No;No;No;Un año;Si;Tarjeta de crédito (automática);361;19715;No
1567-DSCIC;Masculino;0;No;No;8;Si;Si;Fibra optica;No;Si;Si;No;Si;No;Mes a mes;Si;Cheque electronico;94;77365;Si
2150-UWTFY;Femenina;0;Si;Si;22;Si;No;DSL;Si;Si;Si;No;No;No;Mes a mes;No;Cheque enviado por correo;6115;142205;Si
6124-ACRHJ;Femenina;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;1975;1975;No
9362-MWODR;Femenina;0;No;Si;40;Si;No;DSL;Si;No;No;Si;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);641;246035;No
9975-GPKZU;Masculino;0;Si;Si;46;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);1975;8565;No
